"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000025915",292.805271530715,0.142753557664284,0.161653778306823,0.883082097798758,0.377191915905661,0.629592654735248
"ENSMUSG00000046334",89.3535294289387,0.0489528279616711,0.207355279015902,0.236081898633103,0.813369119775094,0.917296161092953
"ENSMUSG00000046101",303.147519658488,-0.264074546979912,0.1563230582905,-1.68928723547089,0.0911643983357294,0.277178884378847
"ENSMUSG00000098234",1450.29991082074,-0.234321909506024,0.142789846293628,-1.64102641461056,0.100791932132876,0.294405649151947
"ENSMUSG00000093178",105.976669367733,-0.230919220424651,0.183703203798627,-1.2570233705765,0.208745173060342,0.456875448066141
"ENSMUSG00000099032",50.3511633382786,-0.149881628849697,0.431338707281794,-0.347480127146992,NA,NA
"ENSMUSG00000025917",3354.78063445869,-0.128781980580821,0.163081249870393,-0.789679872353011,0.429714748932565,0.673972696240265
"ENSMUSG00000056763",1952.49708735376,0.0570827063911885,0.191221718351669,0.29851581129613,0.765309510256899,0.891797961422007
"ENSMUSG00000102356",10.3180250916018,0.19101970640476,0.370066588420261,0.516176581139584,0.605731085153437,0.800860065121775
"ENSMUSG00000067851",2246.77884599031,-0.485514705893755,0.141657144368892,-3.42739300623917,0.000609406399849389,0.00895876030629654
"ENSMUSG00000102556",18.9781848145825,-0.405283159052028,0.332056866533322,-1.2205233497599,0.222266543494886,0.472147647614825
"ENSMUSG00000042501",33.6819747996437,-2.5730623322229,0.566854613403658,-4.53919271605295,5.64700078236844e-06,0.000254806504690135
"ENSMUSG00000083422",8.72372569897737,-0.339085722724563,0.407771855881143,-0.831557445257819,0.405658790548128,0.655128001857884
"ENSMUSG00000100648",11.4375811551316,0.833090721105381,0.347958328867557,2.39422554941192,0.0166555030725841,0.0925957186157494
"ENSMUSG00000048960",179.304081380498,-0.444616811359351,0.232909496022833,-1.9089681569521,0.056266199589686,0.205186487370601
"ENSMUSG00000057715",63.9887205730294,-0.339383423194537,0.30933502567467,-1.09713868468122,0.272580771731742,0.528709611631619
"ENSMUSG00000103825",7.77415563173802,-0.211872467975642,0.450915348510436,-0.469871936441168,0.638446515411363,0.820128541467884
"ENSMUSG00000016918",3047.05001220965,-0.410349728492543,0.31829408928035,-1.28921567290278,0.197323117776163,0.440952483772401
"ENSMUSG00000025938",199.57365121051,-0.0353238118258615,0.16514216469299,-0.213899411404293,0.83062549924277,0.926923221534227
"ENSMUSG00000099498",5.76243980094563,-0.153518879723232,0.516764123300835,-0.297077279170677,0.766407510334725,0.892414439986831
"ENSMUSG00000042414",554.456265891294,-0.959854737584046,0.214503848399345,-4.47476697852559,7.64946910522892e-06,0.000322766721214907
"ENSMUSG00000005886",1882.02326446794,-0.297387697476371,0.149248556441527,-1.99256665904759,0.0463089191180562,0.180995262807181
"ENSMUSG00000103506",16.3170340529111,-0.661160808365454,0.32540772340568,-2.03179199757713,0.0421747176778173,0.170659408465692
"ENSMUSG00000103495",17.1801530586774,-0.401666502767522,0.310832783213955,-1.2922269607934,0.196278557510989,0.440128736177875
"ENSMUSG00000104170",12.4981694067336,-0.576696129355496,0.342302681890936,-1.68475492558145,0.0920358646069363,0.278602541957744
"ENSMUSG00000103085",48.6870521722764,-0.408148665892394,0.229940766741644,-1.77501654741797,0.0758951549753788,0.246879781742773
"ENSMUSG00000102664",24.0437863400038,-0.342779038208578,0.271446002926806,-1.26278904280276,0.206665003545841,0.454064177342115
"ENSMUSG00000101171",8.59458727625616,-0.802718176163784,0.431379892997441,-1.86081500133467,0.0627703062970523,0.219576392203389
"ENSMUSG00000025935",2901.77677602901,-0.271106828232025,0.135209196950083,-2.00509162355364,0.0449532528138373,0.177395899666165
"ENSMUSG00000025937",1230.37366965585,-0.396509329290289,0.180937730805913,-2.19141318686932,0.0284219056943584,0.131675375224472
"ENSMUSG00000102982",25.1225286204263,-0.12566093455114,0.247177737033439,-0.508382899120644,0.61118484320871,0.80416074482104
"ENSMUSG00000067813",8.27421612045438,-1.61182301500778,0.534344563090057,-3.01644879791943,0.00255754407493489,0.0255292548518331
"ENSMUSG00000025932",307.383676228245,0.635515740959744,0.262569146966163,2.42037477861648,0.0155045182660188,0.0881699842751225
"ENSMUSG00000054493",15.1141619376742,-0.165632925303677,0.340690919607208,-0.486167713230046,0.626848260871609,0.812755503590467
"ENSMUSG00000025930",481.21893607304,0.214523314271902,0.294803024977488,0.727683558499047,0.466807317217374,0.703216582658319
"ENSMUSG00000082193",12.2991335764753,-0.0489644297072608,0.446770818857107,-0.109596302266378,0.912729543357022,0.965149489372439
"ENSMUSG00000032769",48.5144789733551,-0.978808101431037,0.332901994053876,-2.94022901308495,0.00327969742072217,0.0302748574710737
"ENSMUSG00000025925",1421.01548573537,-0.115722695365203,0.14156065992117,-0.8174777895896,0.413655436894629,0.661645207967898
"ENSMUSG00000104379",24.4379543935006,-0.159843671769805,0.295607263989812,-0.54072985085818,0.588693800220863,0.790293222167052
"ENSMUSG00000032719",9.24979628295165,0.00443917961088215,0.421184106850774,0.0105397604958892,0.99159064352046,0.995688683783885
"ENSMUSG00000067795",5.44492875680831,0.385856342495685,0.520200653890082,0.7417452085272,0.458241723238283,0.697152996683302
"ENSMUSG00000043716",18166.7927762166,-0.205145659894253,0.159131105568275,-1.28916128095544,0.197342022679021,0.440952483772401
"ENSMUSG00000025921",494.844839703626,0.0159941582909551,0.131733625918376,0.121412875258328,0.903364019342101,0.960826816080517
"ENSMUSG00000025920",313.561828783097,-0.426278328584356,0.155679595470149,-2.73817726271066,0.00617807657797882,0.0475286267011523
"ENSMUSG00000025939",631.861285365141,-0.656433924541567,0.146887487846717,-4.46895739156885,7.860178455498e-06,0.000329144972823979
"ENSMUSG00000102457",16.4973187976448,0.210651739203618,0.326463888574163,0.645252803070022,0.518763372728931,0.743299732424125
"ENSMUSG00000079658",2585.19125622229,-0.384392885382725,0.136657829008679,-2.81281276141386,0.00491102382806968,0.0405008343299592
"ENSMUSG00000025940",444.159954235679,-0.559552328648321,0.187899110994028,-2.9779402663917,0.00290192534425634,0.0277996401046393
"ENSMUSG00000025779",27.7437938251952,-1.10066770010975,0.303885240143214,-3.62198473210159,0.000292351379956266,0.00519660722548873
"ENSMUSG00000091020",84.677555222487,-0.133186395251791,0.197352268031848,-0.674866301664686,0.499760711923883,0.728958113432339
"ENSMUSG00000042686",297.615581807181,0.453301548628895,0.210063411372916,2.15792719763162,0.0309334925329158,0.139537978408442
"ENSMUSG00000025777",7.89759320564233,-0.356343280251164,0.467628064357991,-0.76202287119014,0.446046353935474,0.687636653570864
"ENSMUSG00000100398",11.0638267940271,-0.541570830577998,0.441745146288338,-1.22598026289236,0.220206102485996,0.470047975088373
"ENSMUSG00000101589",113.061223958372,-0.260116775428501,0.156412927587172,-1.66301327800115,0.0963097776324866,0.285758525660453
"ENSMUSG00000067780",120.104511633012,-0.44720255719368,0.422460861323791,-1.05856565219405,0.289797636556387,0.546681349833447
"ENSMUSG00000025776",45.3217509300341,0.388643991983517,0.230644770961838,1.68503274695016,0.0919822536545877,0.278552227015737
"ENSMUSG00000101685",116.801522608782,0.359476249259721,0.220040991968586,1.63367855254461,0.10232636408162,0.297141569456872
"ENSMUSG00000025927",10.0927564029535,-0.509264450084466,0.447486502467922,-1.13805544362977,0.255097331706804,0.510148517007728
"ENSMUSG00000100204",198.919809531331,0.132530892946369,0.150767245792261,0.879043005992031,0.379377958230811,0.631661246350118
"ENSMUSG00000043760",159.808856987094,-0.768093282246711,0.275109913293984,-2.7919505809517,0.00523913571209007,0.0424048305744302
"ENSMUSG00000041872",63.7743875655763,0.347409864090674,0.315426673368632,1.10139659522283,0.270724086639155,0.526911052428849
"ENSMUSG00000041859",15868.1139223512,0.0414007468771395,0.195092361038248,0.212211009476802,0.831942418021133,0.927671346584042
"ENSMUSG00000025931",172.418557197023,0.265340257205947,0.289692166593617,0.915938668021248,0.359699064126674,0.615124627414399
"ENSMUSG00000041809",33.9849628846029,0.153775192819492,0.358528115780685,0.428906928218587,0.667990958071851,0.83727183889509
"ENSMUSG00000041779",233.143477073096,-0.288742286731364,0.246436012892707,-1.17167244893333,0.241328588465621,0.494923948703727
"ENSMUSG00000025933",57.79141123073,-0.455282535989312,0.194572268937579,-2.33991482175382,0.0192881383502831,0.10224424332888
"ENSMUSG00000102633",7.01459325537197,-0.256026003509932,0.454972318277035,-0.562728749035752,0.573619604640118,0.781441662078685
"ENSMUSG00000025934",357.158304290742,-0.630650895764325,0.228555981415844,-2.75928414499418,0.00579281422899229,0.0455797589334589
"ENSMUSG00000099343",16.9452010440618,-0.618885096002296,0.402272975153706,-1.53847047708294,0.123933621687741,0.334545214906373
"ENSMUSG00000028033",43.8693564282794,-1.06957367217208,0.470642205880319,-2.27258341646493,0.023051295927459,0.114634312405785
"ENSMUSG00000082935",818.450003709904,-0.139368814232675,0.14412795624835,-0.966979743975038,0.333554159864399,0.5906994372929
"ENSMUSG00000041670",341.92357880757,-0.524547985084828,0.181394513356629,-2.89175221112418,0.00383099963599222,0.0339492592993138
"ENSMUSG00000097970",11.0984575529375,-0.7520218278982,0.399403528640094,-1.8828622532673,0.0597190378230347,0.212897118069542
"ENSMUSG00000026158",203.72138645288,-0.0427526139679761,0.194614368488318,-0.219678610063894,0.826121464446673,0.923902153713502
"ENSMUSG00000026156",31.5464965056027,0.016252808599776,0.302482457155226,0.0537314089307184,0.957149158231334,0.983019041753792
"ENSMUSG00000026155",405.498080549429,-0.232833297978567,0.129672667608188,-1.79554644994336,0.0725666790287899,0.240475010990189
"ENSMUSG00000026154",168.004089040724,0.143002374660713,0.15112191744206,0.94627157384725,0.344010088172014,0.600446370415997
"ENSMUSG00000026153",1195.24860392941,-0.160507110349231,0.138442063334928,-1.15938109041991,0.246300881127416,0.500819100451067
"ENSMUSG00000026147",5.14696817715424,-0.0587386351817442,0.632306113997858,-0.0928958836256693,0.925986275998672,0.970678767415638
"ENSMUSG00000099997",180.848107707816,0.230241671587566,0.405406545411905,0.567927859560416,0.570083953808392,0.778924497509797
"ENSMUSG00000100131",595.852667664375,0.219058785008092,0.265886226791501,0.823881656645082,0.410006804099211,0.658668200147756
"ENSMUSG00000067736",75.6087958145914,0.262815550114364,0.209771764159147,1.25286427926961,0.210255103637558,0.458636576699528
"ENSMUSG00000101939",696.812527863429,-0.0419366934873274,0.156405812652521,-0.268127461352706,0.788601208393021,0.904834869244271
"ENSMUSG00000101111",9806.06217455826,-0.0376867539992911,0.157969988970134,-0.238569074068975,0.811439748058681,0.91640756133683
"ENSMUSG00000100862",2454.84113101834,0.22581922712619,0.178225089711754,1.26704510286071,0.205139163111188,0.452045202596083
"ENSMUSG00000102070",3059.70903211903,0.00554861650864543,0.149053408553791,0.0372256935448949,0.9703050523205,0.988134031387369
"ENSMUSG00000101249",4739.22841531105,-0.283321140626985,0.209667267790459,-1.35128932433142,0.176602770457326,0.415137596872148
"ENSMUSG00000073725",539.120278285029,-0.494942379286897,0.155611564537341,-3.18062722882095,0.00146956593526959,0.0169275916358682
"ENSMUSG00000033569",23.5575107173871,0.101429286941771,0.274694721506152,0.369243669429224,0.711946108569631,0.862853203655089
"ENSMUSG00000101372",17.0767758065555,-0.561873165957551,0.32860665595339,-1.7098654448352,0.0872907576185791,0.269455037189062
"ENSMUSG00000086240",25.820214907102,-0.168535172669442,0.298114398482848,-0.565337244786381,0.571844400264188,0.780153720072463
"ENSMUSG00000081557",40.9407336208668,-0.385064807087122,0.24474476119188,-1.57333217353417,0.115641923246898,0.320486703809089
"ENSMUSG00000099492",319.675511363125,-0.275952780093991,0.239798005474186,-1.15077179040047,0.249826133061795,0.504627791156248
"ENSMUSG00000100261",22.2849119173488,0.165372220144871,0.251503835489838,0.657533591178782,0.510837879301472,0.737198976003886
"ENSMUSG00000048874",11861.6930057136,-0.213721543200144,0.156698459830209,-1.36390327914979,0.172598008655098,0.409018432086198
"ENSMUSG00000103783",161.97328980546,-0.195031742676374,0.25021504095106,-0.779456510428247,0.435710846401533,0.678850455495588
"ENSMUSG00000104315",268.606858627806,-0.162905819829679,0.224550880601385,-0.725473974510318,0.468161305413631,0.703828190699357
"ENSMUSG00000026064",133.824541942387,0.0665946003994267,0.176607761805861,0.37707629448717,0.706116907394611,0.85913739943291
"ENSMUSG00000070960",38.5699315195281,0.197837043108374,0.235548510141469,0.839899360813422,0.40096481605213,0.651414873821061
"ENSMUSG00000026058",20.0975116903886,-0.29767650361098,0.350806944027073,-0.848547922665999,0.396132895489364,0.647386099862155
"ENSMUSG00000104313",13.8259102580362,-0.341439240620354,0.415239783826219,-0.822270056770979,0.410923214550007,0.659465739342689
"ENSMUSG00000102321",5.70939304585126,-0.932830896365804,0.59338876800345,-1.57204002951465,0.115941268054378,0.321034619496845
"ENSMUSG00000100481",15.4939825233616,-0.0186454729888136,0.313333348004828,-0.05950682590136,0.952548428830688,0.98130424214895
"ENSMUSG00000026134",1107.52181336046,-0.182341909702609,0.140894641279728,-1.29417207103421,0.195605991547998,0.439555049617709
"ENSMUSG00000102714",36.1391784687945,-0.247317402973094,0.227033863622314,-1.08934147103501,0.276003331197149,0.532566301711569
"ENSMUSG00000004768",657.817772017144,-0.104464319580567,0.158003683236574,-0.661151167116503,0.508515374349854,0.735647831657315
"ENSMUSG00000042215",222.130072035523,-0.371450689872366,0.263254638569087,-1.4109939026768,0.15824641188972,0.388269782626998
"ENSMUSG00000042197",3985.96234091216,-0.195971808743344,0.100356633685191,-1.95275390920433,0.0508487623978832,0.192513881471583
"ENSMUSG00000081402",36.2817203964754,-0.517349077571563,0.25091281013623,-2.06186793448559,0.0392203111028533,0.163000202722573
"ENSMUSG00000042182",26.2472220752013,-0.172125411448802,0.359550990856679,-0.47872322932191,0.632135538050635,0.815813492079124
"ENSMUSG00000026131",20232.3584856551,0.00856203559728819,0.206829781988153,0.0413965315583933,0.96697977784424,0.986746634392576
"ENSMUSG00000103596",23.3328945382806,-0.60803355749285,0.290322679425021,-2.09433709656114,0.036229961952122,0.154542231928954
"ENSMUSG00000103364",49.5824556149393,-0.327908058708185,0.28603543989917,-1.14638961809689,0.251633976468471,0.506474940347555
"ENSMUSG00000096992",199.130033560743,-0.122470599246252,0.236282101811049,-0.518323640713969,0.604232481264057,0.800016120809596
"ENSMUSG00000103001",17.8756304160864,0.304944660889917,0.337371967224644,0.903882629604684,0.36605764079945,0.619529580379351
"ENSMUSG00000102336",29.3006408407672,-1.46436540674142,0.31445378985873,-4.65685405604203,3.21077881702731e-06,0.00016782581476235
"ENSMUSG00000042111",647.627328163397,-0.0303195031703318,0.216817832187205,-0.139838604899219,0.88878751065936,0.953484252039254
"ENSMUSG00000101711",17.6433492770121,0.218387303397233,0.31602373680646,0.691047152356719,0.48953590961061,0.721047162846618
"ENSMUSG00000026127",3359.69734800769,0.0663769425159651,0.207305628554192,0.320188810013971,0.748825205360133,0.883768831563603
"ENSMUSG00000026126",61.852006279855,0.298792699950711,0.263141650713268,1.13548235006054,0.25617327296125,0.511375141312137
"ENSMUSG00000026124",48.030746066423,0.188300931157027,0.382731444500477,0.491992319582699,0.622724773070519,0.810146792149995
"ENSMUSG00000037529",7.01420384107486,-0.721503463086022,0.42868316869587,-1.68306925900768,0.0923616846633209,0.279101668557369
"ENSMUSG00000045174",6.30762609659215,1.45755426541948,0.546309710233082,2.66799992406801,0.00763042753403432,0.0544573120650416
"ENSMUSG00000037509",130.386307906716,0.171063040996696,0.1650095707998,1.03668557022211,0.299882419068379,0.557340466314157
"ENSMUSG00000104002",42.7566906673332,0.177157341261716,0.25540169197724,0.693642003270296,0.487906745516431,0.720229029401413
"ENSMUSG00000037503",4659.06439961071,0.128089676149216,0.167675846945559,0.763912504290522,0.444919385279949,0.686329980362776
"ENSMUSG00000104358",122.356261046268,-0.178845446772435,0.204009636298253,-0.876651956336863,0.38067570946716,0.632792979824626
"ENSMUSG00000026123",484.899415031308,-0.333233181210119,0.222848640178025,-1.49533414672808,0.134827257641966,0.352265360069396
"ENSMUSG00000103548",74.791796650591,-0.478438582714811,0.211487585604978,-2.26225374575154,0.02368173040745,0.116823529520018
"ENSMUSG00000103708",14.307405168063,-0.971480228989315,0.422734335605808,-2.29808687670737,0.0215568450182443,0.110099755914387
"ENSMUSG00000104201",6.27953920958476,-1.31826738032686,0.70232527132316,-1.87700405232932,0.0605175384635399,0.214670748504551
"ENSMUSG00000045216",2492.66447658417,0.00572457290647362,0.256565106971022,0.0223123595178521,0.982198789867735,0.991888219480162
"ENSMUSG00000102202",26.534646074167,0.246116423984856,0.305105543732086,0.806659954369665,0.41986242171413,0.665793455074189
"ENSMUSG00000037470",5513.56278443336,-0.329893599116998,0.095337148419195,-3.46028389339342,0.000539606165304375,0.00817730796084971
"ENSMUSG00000037447",142.594207904839,-0.139658691704934,0.163536644351652,-0.853990200536501,0.39311041907731,0.644543092205552
"ENSMUSG00000010453",1448.70204159904,0.0845238407100915,0.133059107884876,0.63523528793852,0.52527497164421,0.747758175345691
"ENSMUSG00000037432",75.8662271440874,0.0728338621437256,0.196199839395111,0.371222842833482,0.710471560632545,0.861906359639659
"ENSMUSG00000001143",312.324646271712,-0.00269648526172109,0.158374005620913,-0.0170260596184923,0.986415826214166,0.993379818610576
"ENSMUSG00000037408",281.17330341337,0.39005237355696,0.197128341024767,1.97867222708456,0.0478529218379364,0.18511921615581
"ENSMUSG00000104316",10.9494986731564,0.473622997827438,0.396067814771596,1.19581288901388,0.231769584993364,0.48391891541134
"ENSMUSG00000001138",523.865904277913,0.191767701004029,0.242542785118194,0.790655145279123,0.429145257554941,0.673528378929149
"ENSMUSG00000079610",78.9766366333524,-0.255504736832458,0.219645831737941,-1.16325784473479,0.244724903651214,0.499341788457766
"ENSMUSG00000026121",176.503234054478,0.410353365263809,0.243042215312528,1.6884036575133,0.0913337688592054,0.277437949610221
"ENSMUSG00000087589",15.3956093423588,-0.103613715568037,0.46153464535971,-0.224498239969142,0.822369636270119,0.922094591683941
"ENSMUSG00000046337",237.143152793033,-0.497796843850603,0.341014143880692,-1.45975424416637,0.144357627882011,0.367145342102335
"ENSMUSG00000061518",845.533961723026,-0.088969847662192,0.276195391517656,-0.322126474208403,0.747356882826415,0.883179351809449
"ENSMUSG00000037351",2834.84561446157,-0.176381426678012,0.181302729612843,-0.972855880629377,0.330624935121407,0.587574136617273
"ENSMUSG00000026117",46.709386105567,-0.0744178383750766,0.36157612253811,-0.205815134729293,0.83693531848925,0.929343672979004
"ENSMUSG00000026116",3191.72518155489,-0.112993641075841,0.174497670973042,-0.647536671668801,0.517284668473023,0.742691807893278
"ENSMUSG00000102930",65.5734875935753,-0.374166697241741,0.238767135993661,-1.56707787981205,0.117096488915446,0.323100383117498
"ENSMUSG00000103159",88.7843319346326,-0.355404814062314,0.202800542158961,-1.75248453617909,0.0796905265980621,0.254177372054696
"ENSMUSG00000050122",213.975001253877,-1.18224920044189,0.319738578946024,-3.69754943034718,0.000217690839167077,0.00422205653858252
"ENSMUSG00000026114",18.6085759121789,-1.11211897920688,0.47150806207866,-2.35864255279976,0.0183419135637671,0.0989603974853318
"ENSMUSG00000026113",314.509929453058,0.271420491292309,0.214487990022566,1.26543444816539,0.205715633022535,0.452889838308101
"ENSMUSG00000026112",2084.68380106826,-0.14343830362085,0.140730716460505,-1.0192394896327,0.308089283257181,0.565721622192199
"ENSMUSG00000026111",652.296961777242,-0.219482065038783,0.174518455879615,-1.25764386312347,0.208520582651547,0.456655119099218
"ENSMUSG00000026110",582.015515013914,-0.0920717018727977,0.173672266593991,-0.530146255809755,0.596010530383621,0.794465112846317
"ENSMUSG00000103948",6.41455938561374,0.0737669189276344,0.461651657807174,0.159789134686582,0.873047183369035,0.946259076858973
"ENSMUSG00000026090",48.1818377350579,-0.0669727875449449,0.395862800423004,-0.169181816208495,0.865653632177954,0.943206266918024
"ENSMUSG00000060771",118.402423856854,0.0388541511108198,0.239371848470518,0.162317128597539,0.87105612687374,0.945322287595268
"ENSMUSG00000037216",77.377698979267,0.0639373846284382,0.219141799485456,0.291762615706191,0.770468130497786,0.894698023387922
"ENSMUSG00000026088",468.873316286147,-0.334937797816747,0.144003040429085,-2.3259078198539,0.0200234687834496,0.104909690711391
"ENSMUSG00000026087",1585.11551892006,-0.210905565800291,0.181863479115183,-1.1596916919571,0.246174353942285,0.500636034369383
"ENSMUSG00000058407",2620.88880600808,-0.462451614897726,0.146937001737493,-3.14727814933851,0.0016479811104718,0.0183724421815204
"ENSMUSG00000026083",4221.43575161889,-0.00663755357376437,0.165480412552369,-0.0401108111309779,0.968004782703043,0.98719448352321
"ENSMUSG00000026082",2332.05234919176,0.0248451505692554,0.0765583286796177,0.324525770059947,0.745540015368742,0.882246293074443
"ENSMUSG00000103804",66.1783680847054,-0.0505884554329785,0.240967334691496,-0.209939058743151,0.833715237000428,0.92797600478601
"ENSMUSG00000037138",307.836473055699,0.330541841941416,0.242003326193392,1.36585660676941,0.171983974948132,0.408088182668298
"ENSMUSG00000048814",126.742329274821,-2.27322147707427,0.345346688840852,-6.58243310426482,4.62811059450816e-11,1.46182178920822e-08
"ENSMUSG00000026080",295.399122281282,0.252833855486939,0.212776096852648,1.18826249389297,0.234730009327321,0.487328887167884
"ENSMUSG00000026078",1311.73712947856,-0.292619668959203,0.109834946860089,-2.6641763602977,0.00771770895029089,0.0547796291784692
"ENSMUSG00000103046",33.8989854218911,-0.185393360823771,0.223851032182716,-0.828199713961763,0.407557405806507,0.656498196297673
"ENSMUSG00000026077",16.2395781352107,-0.38909995653546,0.312658341219007,-1.24448928827045,0.213319539300512,0.462220209127236
"ENSMUSG00000092563",6.80659871535352,0.870546759109283,0.680634748449864,1.27902191460536,0.200889338877915,0.446084491572833
"ENSMUSG00000073702",6219.62125400077,-0.0926285084088363,0.17121923767022,-0.540993580331463,0.588512007561579,0.790186463058633
"ENSMUSG00000003134",483.869461336509,0.00339271438092574,0.139513968472912,0.0243180981665249,0.98059887715036,0.991325173804248
"ENSMUSG00000003135",1667.29758269215,-0.0686326036943291,0.185743102228323,-0.369502839518439,0.711752957059861,0.862671739973332
"ENSMUSG00000085894",92.3723825773865,-0.197218981035311,0.190532142285135,-1.03509559421302,0.300624269918517,0.557911320532684
"ENSMUSG00000077704",19.6860976871498,-0.198527485658099,0.299660873276418,-0.662507198512266,0.507646222985664,0.735089592990911
"ENSMUSG00000048234",1328.9922560113,-0.285737124530063,0.126966253982155,-2.25049661282614,0.0244174382809097,0.118914000086104
"ENSMUSG00000064936",16.7010936229925,-0.311169478422199,0.34622174594125,-0.898757753000879,0.368781707422623,0.622082457005908
"ENSMUSG00000097083",10.6816743919883,-2.77625557777488,0.584166389504733,-4.75250823678617,2.00908582485121e-06,0.000115981429732272
"ENSMUSG00000057173",6.01312365314256,-1.74084369203244,0.583119855776258,-2.98539601213716,0.0028321141249846,0.0274738047677855
"ENSMUSG00000026074",8666.06984209753,-0.0908960204805227,0.137191011909411,-0.662550842183034,0.507618262436224,0.735089592990911
"ENSMUSG00000026073",24.1320202089835,-0.0547749214939446,0.475473303913224,-0.115200834711724,0.908285937078632,0.963013296509856
